Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,ISIN,Scheme Code,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Sortino Ratio,Std Dev,Mean Return (%),No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),No. of Securities,Portfolio P/E,Portfolio P/B,Alpha Score (/12),Beta Score (/6),Sharpe Score (/12),Sortino Score (/4),Std Dev Score (/6),VR Stars,Score (/40),Risk Category,Fund Rating,Top Holdings Count,Fund URL
Kotak Multicap Dir,equity,equity,Direct,8.35,17.45,,VR Multicap TRI*,INF174KA1HV3,149185,-2.34,10.48,,6.42,1.03,0.73,0.9,17.45,18.45,72,34.71,19.59,61.18,,17.79,2.31,12,3,4,0,2,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/41707/
LIC MF Multi Cap Dir,equity,equity,Direct,12.65,18.64,,VR Multicap TRI*,INF767K01RK7,150659,-2.34,10.48,,7.72,1.01,0.79,0.98,17.7,19.63,64,25.94,16.41,58.06,,33.05,4.58,12,3,4,0,2,3,21,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42629/
Mahindra Manulife Multi Cap Dir,equity,equity,Direct,16.72,17.98,16.82,VR Multicap TRI*,INF955L01JF3,154679,-2.34,10.48,11.24,7.22,0.95,0.79,1.08,16.5,18.74,71,29.06,18.23,51.88,,26.51,3.79,12,4,4,2,3,4,25,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/33986/
Mirae Asset Multicap Dir,equity,equity,Direct,6.64,14.77,,VR Multicap TRI*,INF769K01KK8,151810,-2.34,10.48,,4.11,0.96,0.62,0.84,16.14,15.72,78,28.34,17.67,56.48,,24.1,3.29,10,3,4,0,3,3,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/43578/
Mirae Asset Nifty500 Multicap 50:25:25 ETF,equity,equity,Direct,4.82,,,VR Multicap TRI*,INF769K01CM1,118859,-2.34,,,,,,,,,500,21.59,15.06,53.59,,23.36,3.23,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44491/
Motilal Oswal Multi Cap Dir,equity,equity,Direct,9.5,,,VR Multicap TRI*,INF247L01CL8,152651,-2.34,,,,,,,,,36,40.02,22.32,59.72,,45.28,4.74,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44339/
Navi Nifty 500 Multicap 50:25:25 Index Dir,equity,equity,Direct,4.61,,,VR Multicap TRI*,INF955L01JF3,154679,-2.34,,,,,,,,,500,21.2,14.79,52.66,,22.57,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44439/
Nippon India Multi Cap Dir,equity,equity,Direct,1.5,13.63,17.45,VR Multicap TRI*,INF204K01XF9,118650,-2.34,10.48,11.24,3.41,0.89,0.58,0.79,15.28,14.58,113,31.33,22.27,59.09,,27.43,3.96,10,4,2,0,3,3,19,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16068/
Nippon India Nifty 500 Equal Weight Index Dir,equity,equity,Direct,6.03,,,VR Multicap TRI*,INF204KC1DA8,152842,-2.34,,,,,,,,,499,2.35,1.2,50.93,,22.55,3.39,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44515/
PGIM India Multi Cap Dir,equity,equity,Direct,10.36,,,VR Multicap TRI*,INF663L01Z03,152815,-2.34,,,,,,,,,96,25.22,16.32,55.36,,33.13,4.76,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44505/
PGIM India Retirement Dir,equity,equity,Direct,4.28,,,VR Multicap TRI*,INF663L01Y61,152537,-2.34,,,,,,,,,85,31.07,20.74,49.31,,34.32,4.88,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44253/
Quant Multi Cap Dir,equity,equity,Direct,10.18,10.18,12.22,VR Multicap TRI*,INF966L01614,120823,-2.34,10.48,11.24,0.16,1.03,0.36,0.58,18.12,12.18,58,43.81,27.94,44.42,,24.83,2.38,6,3,2,0,2,1,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/17361/
SBI Multicap Dir,equity,equity,Direct,2.66,13.72,,VR Multicap TRI*,INF200KA18E2,149882,-2.34,10.48,,3.75,0.82,0.62,0.86,14.06,14.45,64,33.37,19.71,64.46,,32.27,4.05,10,5,4,0,3,3,22,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42108/
Samco Multi Cap Dir,equity,equity,Direct,-1.81,,,VR Multicap TRI*,INF0K1H01198,152847,-2.34,,,,,,,,,119,16.91,8.66,54.79,,14.77,3,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44527/
Sundaram Multi Cap Dir,equity,equity,Direct,5.48,14.17,12.71,VR Multicap TRI*,INF903J01MJ3,119581,-2.34,10.48,11.24,3.83,0.92,0.6,0.76,15.79,15.19,83,24.35,13.83,64.38,,26,3.3,10,4,4,0,3,2,21,Moderate Risk,Poor,25,https://www.valueresearchonline.com/funds/16580/
TRUSTMF Multi Cap Dir,equity,equity,Direct,20.36,,,VR Multicap TRI*,INF0GCD01834,153644,-2.34,,,,,,,,,69,25.49,14.99,64.72,,38,5.42,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45282/
Tata Multicap Dir,equity,equity,Direct,10.92,10.96,,VR Multicap TRI*,INF277KA1679,151232,-2.34,10.48,,1.05,0.92,0.43,0.54,15.57,12.36,80,25.87,15.75,61.41,,22.04,3.07,6,4,2,0,3,1,15,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/43038/
UTI Multi Cap Dir,equity,equity,Direct,7.04,,,VR Multicap TRI*,INF789F1AB89,153515,-2.34,,,,,,,,,73,27.92,18.55,54.37,,19.33,3.02,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45143/
Union Multicap Dir,equity,equity,Direct,13.59,15.74,,VR Multicap TRI*,INF582M01IO7,150858,-2.34,10.48,,5.48,0.9,0.71,0.86,15.5,16.66,73,27.61,16.68,63.02,,32.95,4.35,12,4,4,0,3,3,23,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42779/
WhiteOak Capital Multi Cap Dir,equity,equity,Direct,10.33,,,VR Multicap TRI*,INF03VN01803,152071,-2.34,,,,,,,,,201,22.32,15.04,55.27,,27.99,3.83,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43759/
ABSL Banking & Financial Services Dir,equity,equity,Direct,8.59,11.47,11.1,BSE Financial Services TRI*,INF209K014W1,125597,3.21,10.44,9.32,0.94,1.01,0.44,0.63,16.16,12.83,40,61.31,44.69,98.31,,18.46,2.49,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/22526/
ABSL Nifty Bank ETF,equity,equity,Direct,6.57,9.4,9.97,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,9.32,-0.77,1.03,0.34,0.4,16.54,11.24,14,86.74,61.08,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/40378/
Aditya Birla SL BSE Top 10 Banks ETF,equity,equity,Direct,,,,BSE Financial Services TRI*,INF209K01YN0,119550,,,,,,,,,,10,99.55,80.19,99.55,,15.93,1.92,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45861/
Axis Nifty Bank ETF,equity,equity,Direct,6.47,9.37,9.93,BSE Financial Services TRI*,INF846K01CR6,120438,3.21,10.44,9.32,-0.81,1.03,0.33,0.4,16.53,11.2,14,86.77,61.1,99.71,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/41162/
Axis Nifty Bank Index Dir,equity,equity,Direct,6.49,,,BSE Financial Services TRI*,INF846K015W7,152629,3.21,,,,,,,,,14,86.78,61.11,99.72,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44321/
Bajaj Finserv Banking And Financial Services Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF0QA701BZ6,153937,,,,,,,,,,38,60.84,43.09,97.83,,18.57,2.29,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45563/
Bajaj Finserv Nifty Bank ETF,equity,equity,Direct,6.58,,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,,,,,,,,,14,86.69,61.05,99.62,,13.93,1.66,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44067/
Bandhan Financial Services Dir,equity,equity,Direct,7.22,16.45,,BSE Financial Services TRI*,INF194KB1GB2,151816,3.21,10.44,,5.72,0.96,0.72,0.95,16.1,17.34,58,53.79,41.29,97.41,,18.73,2.31,12,3,4,0,3,4,22,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/43567/
Bandhan Nifty Bank Index Dir,equity,equity,Direct,6.39,,,BSE Financial Services TRI*,INF194KB1IO1,152793,3.21,,,,,,,,,14,86.85,61.17,99.8,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44477/
Bank of India Banking & Financial Services Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF761K01HE4,154093,,,,,,,,,,33,56.11,40.87,96.14,,16.2,2.36,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45745/
Baroda BNP Paribas Banking & Fin Srvcs Dir,equity,equity,Direct,9.02,15.73,12.68,BSE Financial Services TRI*,INF200K01V08,125503,3.21,10.44,9.32,5.04,0.97,0.7,0.9,15.72,16.72,32,57.68,37.69,95.25,,18.26,2.22,12,3,4,0,3,3,22,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/15698/
Baroda BNP Paribas Nifty Bank ETF,equity,equity,Direct,6.47,,,BSE Financial Services TRI*,INF955L01JF3,154679,3.21,,,,,,,,,14,86.74,61.27,99.59,,13.93,1.66,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44357/
Canara Robeco Banking And Financial Services Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF846K01CR6,120438,,,,,,,,,,28,62.54,42.79,96.81,,19.91,2.66,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45866/
DSP BSE Top 10 Banks ETF,equity,equity,Direct,,,,BSE Financial Services TRI*,INF194K01P38,118387,,,,,,,,,,10,99.47,80.11,99.47,,15.93,1.92,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45893/
DSP Banking & Financial Services Dir,equity,equity,Direct,19.04,,,BSE Financial Services TRI*,INF740KA1TQ3,152206,3.21,,,,,,,,,35,54.88,33.03,98.06,,19.37,2.7,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43892/
DSP Nifty Bank ETF,equity,equity,Direct,6.55,9.4,,BSE Financial Services TRI*,INF740K01ZW2,124175,3.21,10.44,,-0.77,1.03,0.34,0.4,16.54,11.23,14,86.71,61.06,99.64,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/42992/
DSP Nifty Bank Index Dir,equity,equity,Direct,6.45,,,BSE Financial Services TRI*,INF740KA1UO6,152654,3.21,,,,,,,,,14,86.72,61.06,99.65,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44336/
DSP Nifty PSU Bank ETF,equity,equity,Direct,25.16,22.85,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,,13.3,1.09,0.79,1.14,25.41,25.67,12,98.78,78.39,99.89,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/43656/
DSP Nifty Private Bank ETF,equity,equity,Direct,6.32,6.75,,BSE Financial Services TRI*,INF740KA1VN6,153348,3.21,10.44,,-3.28,0.99,0.17,0.22,16.13,8.49,10,99.66,85.9,99.66,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/43655/
DSP Nifty Private Bank Index Dir,equity,equity,Direct,5.89,,,BSE Financial Services TRI*,INF740KA1VN6,153348,3.21,,,,,,,,,10,99.65,85.89,99.65,,16.97,2.04,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44972/
Edelweiss Financial Services Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF754K01WH1,154108,,,,,,,,,,33,65.74,44.82,96.52,,16.51,2.21,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45749/
Edelweiss Nifty Bank ETF,equity,equity,Direct,6.44,,,BSE Financial Services TRI*,INF843K01FC8,140286,3.21,,,,,,,,,14,86.71,61.06,99.64,,13.93,1.66,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44536/
Groww Banking & Financial Services Dir,equity,equity,Direct,17.54,,,BSE Financial Services TRI*,INF666M01HS1,152254,3.21,,,,,,,,,34,45.85,28.4,90.64,,23.23,2.82,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43974/
Groww Nifty PSU Bank ETF,equity,equity,Direct,,,,BSE Financial Services TRI*,INF209K01YN0,119550,,,,,,,,,,12,98.71,78.34,99.83,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/45912/
Groww Nifty PSU Bank Index Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF200KB1563,153250,,,,,,,,,,12,98.68,78.31,99.79,,8.66,1.2,,,,,,,,,,12,https://www.valueresearchonline.com/funds/45910/
HDFC Banking & Financial Services Dir,equity,equity,Direct,10.67,13.4,12.56,BSE Financial Services TRI*,INF179KC1BG0,148986,3.21,10.44,9.32,2.69,1.01,0.55,0.75,16.18,14.59,36,66.52,48.72,99.04,,17.91,2.27,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41533/
HDFC NIFTY Bank ETF,equity,equity,Direct,6.54,9.39,9.94,BSE Financial Services TRI*,INF179KA1IZ7,128629,3.21,10.44,9.32,-0.79,1.03,0.33,0.4,16.54,11.22,14,86.73,61.07,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/41076/
HDFC NIFTY PSU BANK ETF,equity,equity,Direct,24.86,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,12,98.88,78.47,100,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/44059/
HDFC NIFTY Private Bank ETF,equity,equity,Direct,6.32,6.73,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,-3.31,0.99,0.17,0.22,16.14,8.46,10,99.71,85.94,99.71,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/42715/
HSBC Financial Services Dir,equity,equity,Direct,15.72,,,BSE Financial Services TRI*,INF336L01RU8,153266,3.21,,,,,,,,,37,52.68,34.17,96.91,,21.23,2.8,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44926/
Helios Financial Services Dir,equity,equity,Direct,5.06,,,BSE Financial Services TRI*,INF0R8701202,152679,3.21,,,,,,,,,29,67.49,47.31,98.5,,20.86,2.93,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44374/
ICICI Pru Banking & Financial Services Dir,equity,equity,Direct,1.55,10.81,9.95,BSE Financial Services TRI*,INF109K013J1,120244,3.21,10.44,9.32,0.67,0.89,0.43,0.53,14.35,11.85,51,64.64,50.43,92.04,,16.15,2.14,6,4,2,0,3,2,15,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/15936/
ICICI Pru Nifty Bank ETF,equity,equity,Direct,6.55,9.43,9.99,BSE Financial Services TRI*,INF109KC11A4,149858,3.21,10.44,9.32,-0.76,1.03,0.34,0.4,16.54,11.25,14,86.78,61.11,99.72,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/40130/
ICICI Pru Nifty Bank Index Dir,equity,equity,Direct,6.55,9.33,,BSE Financial Services TRI*,INF109KC11A4,149858,3.21,10.44,,-0.84,1.03,0.33,0.4,16.53,11.16,14,86.86,61.16,99.81,,13.23,1.71,4,3,2,0,3,2,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/42104/
ICICI Pru Nifty Financial Services Ex-Bank ETF,equity,equity,Direct,11.47,18.4,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,7.57,0.98,0.77,1.04,17.73,19.31,30,64.34,44.67,99.78,,23.92,3.11,12,3,4,2,2,,23,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42801/
ICICI Pru Nifty PSU Bank ETF,equity,equity,Direct,24.79,22.75,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,,13.21,1.09,0.78,1.13,25.44,25.59,12,98.88,78.47,100,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/43296/
ICICI Pru Nifty Private Bank ETF,equity,equity,Direct,6.32,6.73,8.43,BSE Financial Services TRI*,INF109K1A369,153679,3.21,10.44,9.32,-3.31,0.99,0.17,0.22,16.14,8.47,10,99.66,85.9,99.66,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/40210/
ICICI Pru Nifty Private Bank Index Dir,equity,equity,Direct,5.91,,,BSE Financial Services TRI*,INF109K1A369,153679,3.21,,,,,,,,,10,99.82,86.03,99.82,,16.97,2.04,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45300/
ITI Banking and Financial Services Dir,equity,equity,Direct,12.79,13.27,,BSE Financial Services TRI*,INF00XX01BU6,149321,3.21,10.44,,2.59,0.99,0.55,0.68,15.87,14.36,33,61.33,42.17,96.61,,18.33,2.16,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41834/
Invesco India Financial Services Dir,equity,equity,Direct,12.44,19.32,14.7,BSE Financial Services TRI*,INF205K01KY4,120385,3.21,10.44,9.32,8.37,0.91,0.92,1.17,15.21,19.63,33,59.58,40.58,98.83,,18.73,2.48,12,4,6,2,3,5,27,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/16702/
Kotak Banking & Financial Services Dir,equity,equity,Direct,10.62,14.11,,BSE Financial Services TRI*,INF174KA1MD1,151384,3.21,10.44,,3.23,1.02,0.59,0.78,16.14,15.18,34,61.07,45.14,97.1,,16.99,2.26,10,3,2,0,3,3,18,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/43128/
Kotak Nifty Bank ETF,equity,equity,Direct,6.56,9.4,9.92,BSE Financial Services TRI*,INF174K01KH7,123693,3.21,10.44,9.32,-0.78,1.03,0.33,0.4,16.54,11.23,14,86.73,61.07,99.66,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/28873/
Kotak Nifty Financial Services Ex-Bank Index Dir,equity,equity,Direct,10.97,17.57,,BSE Financial Services TRI*,INF174KA1OR7,151911,3.21,10.44,,6.84,0.99,0.73,0.99,17.77,18.6,30,64.35,44.68,99.79,,19,3.19,12,3,4,0,2,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/43674/
Kotak Nifty PSU Bank ETF,equity,equity,Direct,24.65,22.56,29.79,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,9.32,13.06,1.09,0.78,1.12,25.42,25.43,12,98.87,78.47,99.98,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/6157/
LIC MF Banking & Financial Services Dir,equity,equity,Direct,8.73,9.26,9.89,BSE Financial Services TRI*,INF767K01NK6,134017,3.21,10.44,9.32,-0.98,0.98,0.32,0.48,15.79,10.73,25,61.51,42.41,97.97,,19.61,2.49,4,3,2,0,3,2,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/29707/
Mahindra Manulife Banking & Financial Services Dir,equity,equity,Direct,14.21,,,BSE Financial Services TRI*,INF174V01CO7,153674,3.21,,,,,,,,,32,59.07,38.87,96.79,,19.5,2.47,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45279/
Mirae Asset Banking and Fin Srvcs Dir,equity,equity,Direct,10.08,13.89,13.2,BSE Financial Services TRI*,INF769K01GX9,148623,3.21,10.44,9.32,3.32,0.97,0.59,0.83,15.62,14.99,32,64.98,49.01,98.18,,17.84,2.34,10,3,2,0,3,3,18,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41190/
Mirae Asset Nifty Bank ETF,equity,equity,Direct,6.62,9.47,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,-0.72,1.03,0.34,0.41,16.54,11.29,14,86.74,61.08,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/43616/
Mirae Asset Nifty Financial Services ETF,equity,equity,Direct,1.48,10.47,8.39,BSE Financial Services TRI*,INF209K014W1,125597,3.21,10.44,9.32,0.22,0.96,0.4,0.49,15.45,11.83,20,84.89,60.78,99.61,,16.92,2.24,6,3,2,0,3,,14,Moderately High Risk,Average,20,https://www.valueresearchonline.com/funds/41622/
Mirae Asset Nifty PSU Bank ETF,equity,equity,Direct,25.04,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,12,98.89,78.48,100.01,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/44589/
Motilal Oswal BSE Fins ex Bank 30 Index Dir,equity,equity,Direct,7.1,15.26,,BSE Financial Services TRI*,INF247L01BC9,150443,3.21,10.44,,5.04,0.94,0.64,0.79,17.02,16.51,30,64.3,44.77,99.65,,18.78,3.1,12,4,4,0,2,4,22,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/42352/
Motilal Oswal BSE Top 10 Banks ETF,equity,equity,Direct,,,,BSE Financial Services TRI*,N/A,N/A,,,,,,,,,,10,99.4,80.07,99.4,,15.93,1.92,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45948/
Motilal Oswal Financial Services Dir,equity,equity,Direct,,,,BSE Financial Services TRI*,INF247L01GN5,154142,,,,,,,,,,28,53.56,34.64,97.92,,20.92,2.38,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45767/
Motilal Oswal Nifty Bank Index Dir,equity,equity,Direct,6.43,9.31,9.89,BSE Financial Services TRI*,INF247L01DL6,152875,3.21,10.44,9.32,-0.86,1.03,0.33,0.4,16.52,11.14,14,86.79,61.11,99.73,,13.23,1.71,4,3,2,0,3,2,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/40246/
Motilal Oswal Nifty MidSmall Financial Services Index Dir,equity,equity,Direct,26.78,,,BSE Financial Services TRI*,INF247L01DW3,153027,3.21,,,,,,,,,30,61.59,39.14,100.02,,16.06,2.41,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44678/
Navi Nifty Bank Index Dir,equity,equity,Direct,6.45,9.33,,BSE Financial Services TRI*,INF959L01FT4,149804,3.21,10.44,,-0.85,1.03,0.33,0.4,16.57,11.17,14,87,61.26,99.97,,13.23,1.71,4,3,2,0,3,1,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/42043/
Nippon India Banking & Financial Srvices Dir,equity,equity,Direct,7.55,12.98,13.66,BSE Financial Services TRI*,INF204K01XO1,118589,3.21,10.44,9.32,2.68,0.95,0.56,0.69,15.21,14.22,38,60.08,44.87,98.34,,19.75,2.42,8,4,2,0,3,4,17,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16048/
Nippon India ETF Nifty Bank BeES,equity,equity,Direct,6.51,9.37,9.93,BSE Financial Services TRI*,INF204KA1U61,134552,3.21,10.44,9.32,-0.81,1.03,0.33,0.4,16.54,11.2,14,86.73,61.07,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/2255/
Nippon India ETF Nifty PSU Bank BeES,equity,equity,Direct,24.67,22.55,29.81,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,9.32,13.05,1.09,0.78,1.13,25.41,25.42,12,98.84,78.45,99.95,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/6175/
Nippon India Nifty Bank Index Dir,equity,equity,Direct,6.43,,,BSE Financial Services TRI*,INF204KC1BY2,152389,3.21,,,,,,,,,14,86.68,61.04,99.61,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44106/
Quant BFSI Dir,equity,equity,Direct,22.55,22.57,,BSE Financial Services TRI*,INF966L01BX0,151791,3.21,10.44,,11.96,0.88,0.95,1.23,18.32,23.06,15,78.44,46.04,98.66,,14.2,1.64,12,4,6,2,2,5,26,Moderate Risk,Excellent,12,https://www.valueresearchonline.com/funds/43555/
SBI BSE PSU Bank ETF,equity,equity,Direct,24.6,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,11,99.05,76.73,100,,7.36,1.08,,,,,,,,,,11,https://www.valueresearchonline.com/funds/45068/
SBI BSE PSU Bank Index Dir,equity,equity,Direct,24.37,,,BSE Financial Services TRI*,INF200KB1688,153432,3.21,,,,,,,,,11,99.13,76.79,100.08,,8.64,1.2,,,,,,,,,,11,https://www.valueresearchonline.com/funds/45071/
SBI Banking & Financial Services Dir,equity,equity,Direct,5.85,16.74,12.87,BSE Financial Services TRI*,INF200KA1507,133859,3.21,10.44,9.32,6.04,0.88,0.8,0.97,14.35,17.16,32,67.42,52.35,90.82,,16.16,2.19,12,4,6,0,3,4,25,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/29463/
SBI Nifty Bank ETF,equity,equity,Direct,6.51,9.38,9.94,BSE Financial Services TRI*,INF200K01V08,125503,3.21,10.44,9.32,-0.79,1.03,0.33,0.4,16.54,11.22,14,86.73,61.07,99.66,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/29709/
SBI Nifty Bank Index Dir,equity,equity,Direct,6.62,,,BSE Financial Services TRI*,INF200KB1563,153250,3.21,,,,,,,,,14,86.79,61.11,99.73,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44894/
SBI Nifty Private Bank ETF,equity,equity,Direct,6.34,6.73,8.37,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,9.32,-3.31,0.99,0.17,0.22,16.14,8.46,10,99.74,85.97,99.74,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/41149/
Sundaram Financial Services Opportunities Dir,equity,equity,Direct,12.74,14.2,14.35,BSE Financial Services TRI*,INF903J01NB8,119597,3.21,10.44,9.32,3.6,1.02,0.59,0.78,16.58,15.53,28,65.52,43.77,96.83,,14.25,1.78,10,3,2,0,3,4,18,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16148/
Tata Banking & Financial Services Dir,equity,equity,Direct,8.74,12.94,12.65,BSE Financial Services TRI*,INF277K01Z10,135793,3.21,10.44,9.32,2.55,0.98,0.54,0.75,15.77,14.23,34,63.17,43.43,96.7,,19.04,2.38,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/31356/
Tata Nifty Financial Services Index Dir,equity,equity,Direct,1.01,,,BSE Financial Services TRI*,INF277KA1BA6,152577,3.21,,,,,,,,,20,84.85,60.75,99.57,,16.66,2.3,,,,,,,,,,20,https://www.valueresearchonline.com/funds/44257/
Tata Nifty Private Bank ETF,equity,equity,Direct,6.4,6.79,8.4,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,9.32,-3.25,0.99,0.18,0.23,16.15,8.52,10,99.63,86.7,99.63,,17.5,1.94,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/40257/
Taurus Banking & Financial Services Dir,equity,equity,Direct,2.45,9.45,9.82,BSE Financial Services TRI*,INF044D01CN2,118868,3.21,10.44,9.32,-0.65,0.91,0.34,0.48,14.68,10.66,27,71.99,53.32,98.12,,13.75,1.89,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/17023/
